race_id,track,year,driver,lap,stint_no,compound,tire_age_laps,last_laps_json,cheap_stop_flag_true,pitted_this_lap,pitted_within2
2023_Monaco,MONACO GRAND PRIX,2023,ALB,58,3,INTERMEDIATE,5,"[96.281, 98.297, 105.721, 104.909, 102.2]",1,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALB,59,3,INTERMEDIATE,6,"[98.297, 105.721, 104.909, 102.2, 106.101]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALB,60,3,INTERMEDIATE,7,"[105.721, 104.909, 102.2, 106.101, 103.133]",1,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALB,61,3,INTERMEDIATE,8,"[104.909, 102.2, 106.101, 103.133, 115.401]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALB,62,3,INTERMEDIATE,9,"[102.2, 106.101, 103.133, 115.401, 101.209]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALB,63,3,INTERMEDIATE,10,"[106.101, 103.133, 115.401, 101.209, 99.897]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALB,64,3,INTERMEDIATE,11,"[103.133, 115.401, 101.209, 99.897, 98.649]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALB,65,3,INTERMEDIATE,12,"[115.401, 101.209, 99.897, 98.649, 97.428]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALB,66,3,INTERMEDIATE,13,"[101.209, 99.897, 98.649, 97.428, 95.42]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALB,67,3,INTERMEDIATE,14,"[99.897, 98.649, 97.428, 95.42, 94.016]",1,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALB,68,3,INTERMEDIATE,15,"[98.649, 97.428, 95.42, 94.016, 93.223]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALB,69,3,INTERMEDIATE,16,"[97.428, 95.42, 94.016, 93.223, 93.322]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALB,70,3,INTERMEDIATE,17,"[95.42, 94.016, 93.223, 93.322, 94.087]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALB,71,3,INTERMEDIATE,18,"[94.016, 93.223, 93.322, 94.087, 90.63]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALB,72,3,INTERMEDIATE,19,"[93.223, 93.322, 94.087, 90.63, 89.729]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALB,73,3,INTERMEDIATE,20,"[93.322, 94.087, 90.63, 89.729, 89.217]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALB,74,3,INTERMEDIATE,21,"[94.087, 90.63, 89.729, 89.217, 92.141]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALB,75,3,INTERMEDIATE,22,"[90.63, 89.729, 89.217, 92.141, 88.241]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALB,76,3,INTERMEDIATE,23,"[89.729, 89.217, 92.141, 88.241, 87.197]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALB,77,3,INTERMEDIATE,24,"[89.217, 92.141, 88.241, 87.197, 86.764]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,1,1,HARD,0,[],1,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,2,1,HARD,1,[85.527],0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,3,1,HARD,2,"[85.527, 79.646]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,4,1,HARD,3,"[85.527, 79.646, 79.113]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,5,1,HARD,4,"[85.527, 79.646, 79.113, 78.776]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,6,1,HARD,5,"[85.527, 79.646, 79.113, 78.776, 77.939]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,7,1,HARD,6,"[79.646, 79.113, 78.776, 77.939, 77.952]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,8,1,HARD,7,"[79.113, 78.776, 77.939, 77.952, 77.505]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,9,1,HARD,8,"[78.776, 77.939, 77.952, 77.505, 77.391]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,10,1,HARD,9,"[77.939, 77.952, 77.505, 77.391, 77.783]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,11,1,HARD,10,"[77.952, 77.505, 77.391, 77.783, 77.324]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,12,1,HARD,11,"[77.505, 77.391, 77.783, 77.324, 77.249]",1,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,13,1,HARD,12,"[77.391, 77.783, 77.324, 77.249, 77.588]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,14,1,HARD,13,"[77.783, 77.324, 77.249, 77.588, 78.443]",1,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,15,1,HARD,14,"[77.324, 77.249, 77.588, 78.443, 77.508]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,16,1,HARD,15,"[77.249, 77.588, 78.443, 77.508, 77.444]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,17,1,HARD,16,"[77.588, 78.443, 77.508, 77.444, 77.17]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,18,1,HARD,17,"[78.443, 77.508, 77.444, 77.17, 77.699]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,19,1,HARD,18,"[77.508, 77.444, 77.17, 77.699, 77.528]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,20,1,HARD,19,"[77.444, 77.17, 77.699, 77.528, 77.258]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,21,1,HARD,20,"[77.17, 77.699, 77.528, 77.258, 77.13]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,22,1,HARD,21,"[77.699, 77.528, 77.258, 77.13, 77.664]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,23,1,HARD,22,"[77.528, 77.258, 77.13, 77.664, 77.947]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,24,1,HARD,23,"[77.258, 77.13, 77.664, 77.947, 77.272]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,25,1,HARD,24,"[77.13, 77.664, 77.947, 77.272, 77.285]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,26,1,HARD,25,"[77.664, 77.947, 77.272, 77.285, 77.182]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,27,1,HARD,26,"[77.947, 77.272, 77.285, 77.182, 77.141]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,28,1,HARD,27,"[77.272, 77.285, 77.182, 77.141, 77.228]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,29,1,HARD,28,"[77.285, 77.182, 77.141, 77.228, 77.562]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,30,1,HARD,29,"[77.182, 77.141, 77.228, 77.562, 77.111]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,31,1,HARD,30,"[77.141, 77.228, 77.562, 77.111, 76.965]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,32,1,HARD,31,"[77.228, 77.562, 77.111, 76.965, 77.259]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,33,1,HARD,32,"[77.562, 77.111, 76.965, 77.259, 77.637]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,34,1,HARD,33,"[77.111, 76.965, 77.259, 77.637, 77.816]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,35,1,HARD,34,"[76.965, 77.259, 77.637, 77.816, 79.297]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,36,1,HARD,35,"[77.259, 77.637, 77.816, 79.297, 78.634]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,37,1,HARD,36,"[77.637, 77.816, 79.297, 78.634, 77.876]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,38,1,HARD,37,"[77.816, 79.297, 78.634, 77.876, 77.974]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,39,1,HARD,38,"[79.297, 78.634, 77.876, 77.974, 77.141]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,40,1,HARD,39,"[78.634, 77.876, 77.974, 77.141, 77.705]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,41,1,HARD,40,"[77.876, 77.974, 77.141, 77.705, 77.63]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,42,1,HARD,41,"[77.974, 77.141, 77.705, 77.63, 77.016]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,43,1,HARD,42,"[77.141, 77.705, 77.63, 77.016, 76.719]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,44,1,HARD,43,"[77.705, 77.63, 77.016, 76.719, 76.674]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,45,1,HARD,44,"[77.63, 77.016, 76.719, 76.674, 76.919]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,46,1,HARD,45,"[77.016, 76.719, 76.674, 76.919, 76.862]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,47,1,HARD,46,"[76.719, 76.674, 76.919, 76.862, 77.114]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,48,1,HARD,47,"[76.674, 76.919, 76.862, 77.114, 77.108]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,49,1,HARD,48,"[76.919, 76.862, 77.114, 77.108, 76.931]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,50,1,HARD,49,"[76.862, 77.114, 77.108, 76.931, 76.992]",0,0,0
2023_Monaco,MONACO GRAND PRIX,2023,ALO,51,1,HARD,50,"[77.114, 77.108, 76.931, 76.992, 77.408]",0,0,0
